ID,Mien,Part of Speech,English,French,Thai,Lao,Vietnamese,Chinese,Mandarin,Cantonese,Note (English),Note (French),Note (Thai),Note (Lao),Note (Vietnamese),Note (Chinese),Example (Mien),Example (English),Example (French),Example (Thai),Example (Lao),Example (Vietnamese),Example (Chinese),Variant,Synonym,Usage,Origin,AudioOriginal,AudioAI,AudioExample
4675,jiepv zeih,adjective,critical,critique,วิกฤต,ວິກິດ,nghiêm trọng,关键的,guānjiàn de,gwaan1 gin3 dik1,,,,,,,,,,,,,,,,,,Original/jiepv_zeih.mp3,AI/jiepv_zeih_AI.mp3,
4676,jiepv zeih,adverb,suddenly,soudainement,กะทันหัน,ທັນໃດນັ້ນ,đột nhiên,突然,tū rán,dat6 jin4,,,,,,,,,,,,,,,,,,Original/jiepv_zeih.mp3,AI/jiepv_zeih_AI.mp3,
4677,jiepv zeih,noun,emergency,urgence,ภาวะฉุกเฉิน,ສຸກເສີນ,tình huống khẩn cấp,急诊,jí zhěn,gap1 zan2,,,,,,,,,,,,,,,,,,Original/jiepv_zeih.mp3,AI/jiepv_zeih_AI.mp3,
4678,jiepv zeih sic,noun,urgent or life-threatening situation,situation urgente ou mettant la vie en danger,สถานการณ์ฉุกเฉินหรือเป็นอันตรายถึงชีวิต,ສະຖານະການຮີບດ່ວນ ຫຼື ອັນຕະລາຍເຖິງຊີວິດ,tình huống nguy kịch,緊急情況,jǐn jí qíng kuàng,gan2 gap1 cing4 fong6,,,,,,,,,,,,,,,,,,Original/jiepv_zeih_sic.mp3,AI/jiepv_zeih_sic_AI.mp3,
4679,jieqv,adjective,black,noir,สีดำ,ສີດຳ,đen,黑,hēi,hak1,,,,,,,,,,,,,,,,,,Original/jieqv.mp3,AI/jieqv_AI.mp3,
4680,jieqv,classifier,jieq (Mien),jieq (Mien),เจี้ย (เมี่ยน),ເຈັ້ຍ (ມຽນ),đôi,双,shuāng,soeng1,"Classifier for hands and feet, one of pair of shoes or socks.","Classificateur pour les mains et les pieds, une paire de chaussures ou de chaussettes.",ตัวจำแนกประเภทสำหรับมือและเท้า เช่น รองเท้าหรือถุงเท้าข้างใดข้างหนึ่ง,"ການຈັດປະເພດມື ແລະ ຕີນ, ໜຶ່ງໃນເກີບ ຫຼື ຖົງຕີນ.","Bộ phận dùng để phân loại tay và chân, một trong hai đôi giày hoặc tất.",手脚分类器，指一双鞋或一双袜子。,,,,,,,,,,,,Original/jieqv.mp3,AI/jieqv_AI.mp3,
4681,jieqv,noun,bottom or lower side,côté inférieur,ด้านล่างหรือด้านล่าง,ດ້ານລຸ່ມ ຫຼື ຂ້າງລຸ່ມ,mặt dưới,底面,dǐmiàn,dai2 min2,,,,,,,,,,,,,,,,,,Original/jieqv.mp3,AI/jieqv_AI.mp3,
4682,jieqv-baeqc,adjective,gray,gris,สีเทา,ສີເທົາ,xám,灰色,huī sè,fui1 sik1,,,,,,,,,,,,,,,,,,Original/jieqv_baeqc.mp3,AI/jieqv_baeqc_AI.mp3,
4683,jieqv-hlingx,adjective,jet black,noir de jais,สีดำสนิท,ສີດຳເຂັ້ມ,đen tuyền,漆黑,qīhēi,cat1 hak1,,,,,,,,,,,,,,,,,,Original/jieqv_hlingx.mp3,AI/jieqv_hlingx_AI.mp3,
4684,jieqv-hnyouv,adjective,vindictive,vindicatif,พยาบาท,ແຄ້ນໃຈ,thù dai,记仇,jìchóu,gei3 cau4,,,,,,,,,,,,,,,,,,Original/jieqv_hnyouv.mp3,AI/jieqv_hnyouv_AI.mp3,
4685,jieqv-hnyouv,adjective,vengeful,vengeur,การแก้แค้น,ແຄ້ນໃຈ,thù dai,愛報復的,ài bào fù de,oi3 bou3 fuk6 dik1,,,,,,,,,,,,,,,,,,Original/jieqv_hnyouv.mp3,AI/jieqv_hnyouv_AI.mp3,
4686,jieqv-siqv,adjective,reddish black,noir rougeâtre,ดำแดง,ສີດຳແດງ,đen ánh đỏ,红黑色,hóng hēisè,hung4 hak1 sik1,,,,,,,,,,,,,,,,,,Original/jieqv_siqv.mp3,AI/jieqv_siqv_AI.mp3,
4687,jieqv-yangh,adjective,brown with yellow hue,brun avec des reflets jaunes,สีน้ำตาลอมเหลือง,ສີນ້ຳຕານມີສີເຫຼືອງ,nâu vàng,褐黄色,hè huáng sè,got3 wong4 sik1,,,,,,,,,,,,,,,,,,Original/jieqv_yangh.mp3,AI/jieqv_yangh_AI.mp3,
4688,jiex,adverb,ever,jamais,เคย,ເຄີຍ,từng,曾经,céngjīng,cang4 ging1,,,,,,,,,,,,,,,,,,Original/jiex.mp3,AI/jiex_AI.mp3,
4689,jiex,adverb,previously,précédemment,ก่อนหน้านี้,ກ່ອນໜ້ານີ້,trước đó,以前,yǐqián,ji5 cin4,,,,,,,,,,,,,,,,,,Original/jiex.mp3,AI/jiex_AI.mp3,
4690,jiex,adverb,before,avant,ก่อน,ກ່ອນ,trước,在...之前,zài... zhīqián,zoi6... zi1 cin4,,,,,,,,,,,,,,,,,,Original/jiex.mp3,AI/jiex_AI.mp3,
4691,jiex,noun,slope,pente,ความลาดชัน,ຄ້ອຍ,dốc,斜坡,xiépō,ce4 bo1,,,,,,,,,,,,,,,,,,Original/jiex.mp3,AI/jiex_AI.mp3,
4692,jiex,noun,above,au-dessus de,ข้างบน,ຂ້າງເທິງ,trên,以上,yǐshàng,ji5 soeng6,,,,,,,,,,,,,,,,,,Original/jiex.mp3,AI/jiex_AI.mp3,
4693,jiex,noun,scale (fish and animal),écaille (poisson et animal),เกล็ด (ปลาและสัตว์),ເກັດ (ປາ ແລະ ສັດ),vảy,鳞,lín,leon4,,,,,,,,,,,,,,,,,,Original/jiex.mp3,AI/jiex_AI.mp3,
4694,jiex,verb,to pass on,transmettre,เพื่อส่งต่อ,ເພື່ອຖ່າຍທອດ,truyền lại,傳遞,chuán dì,cyun4 dai6,,,,,,,,,,,,,,,,,,Original/jiex.mp3,AI/jiex_AI.mp3,
4695,jiex,verb,to pass to,transmettre à,เพื่อส่งต่อ,ຜ່ານໄປ,chuyển cho,遞給,dì gěi,dai6 kap1,,,,,,,,,,,,,,,,,,Original/jiex.mp3,AI/jiex_AI.mp3,
4696,jiex,verb,to cross,traverser,เพื่อข้าม,ຂ້າມ,băng qua,跨越,kuàyuè,kwaa1 jyut6,,,,,,,,,,,,,,,,,,Original/jiex.mp3,AI/jiex_AI.mp3,
4717,jiex-beih,verb,to form crust or firm surface,former une croûte ou une surface ferme,เพื่อก่อตัวเป็นเปลือกหรือพื้นผิวที่แข็ง,ເຮັດໃຫ້ເກີດເປັນເປືອກ ຫຼື ໜ້າດິນທີ່ແຂງ,đóng váng,结痂/结壳,jiéjiā/jiéké,git3 gaa1 / git3 hok6,,,,,,,,,,,,,,,,,,Original/jiex_beih.mp3,AI/jiex_beih_AI.mp3,
4718,jiex-beqv,noun,steep incline,pente raide,ทางลาดชัน,ຊັນ,đốc đứng,陡坡,dǒupō,dau2 bo1,,,,,,,,,,,,,,,,,,Original/jiex_beqv.mp3,AI/jiex_beqv_AI.mp3,
4697,jiex bungh,verb,to change one's surname group to that of one's in-laws,changer son groupe de noms de famille pour celui de sa belle-famille,เปลี่ยนกลุ่มนามสกุลของตนเองให้เป็นกลุ่มเดียวกับญาติฝ่ายสามี/ภรรยา,ປ່ຽນນາມສະກຸນຂອງພໍ່ແມ່ຜົວ/ເມຍ,đổi họ sang họ khác,改姓,gǎixìng,goi2 sing3,,,,,,,,,,,,,,,,,,Original/jiex_bungh.mp3,AI/jiex_bungh_AI.mp3,
4719,jiex-bungh laangh,noun,matrilocal marriage,mariage matrilocal,การแต่งงานตามฝ่ายหญิง,ການແຕ່ງງານຂອງຄູ່ສົມລົດ,hôn nhân cư trú bên vợ,从妻居婚,cóng qī jū hūn,cung4 cai1 geoi1 fan1,A matrilocal arrangement where the husband lives with the wife's family to carry on the family ancestor spirits.,Un arrangement matrilocal où le mari vit avec la famille de sa femme pour perpétuer les esprits des ancêtres familiaux.,รูปแบบการอยู่อาศัยแบบฝ่ายหญิงเป็นหลัก ซึ่งสามีอาศัยอยู่กับครอบครัวของภรรยาเพื่อสืบทอดจิตวิญญาณของบรรพบุรุษ,ການຈັດລຽງທາງຄອບຄົວແບບຄອບຄົວ ເຊິ່ງຜົວອາໄສຢູ່ກັບຄອບຄົວຂອງເມຍເພື່ອສືບຕໍ່ວິນຍານຂອງບັນພະບຸລຸດໃນຄອບຄົວ.,"Một hình thức cư trú theo chế độ mẫu hệ, trong đó người chồng sống cùng gia đình vợ để duy trì sự sống còn của linh hồn tổ tiên gia đình.",丈夫与妻子的家人同住，以延续家族祖先的灵魂，这是一种母系居住安排。,,,,,,,,,,,,Original/jiex_bungh_laangh.mp3,AI/jiex_bungh_laangh_AI.mp3,
4698,jiex daaih,noun,period of time that has passed,période de temps qui s'est écoulée,ช่วงเวลาที่ผ่านไป,ໄລຍະເວລາທີ່ຜ່ານໄປ,khoảng thời gian,一段时间,yīduàn shíjiān,jat1 dyun6 si4 gaan1,,,,,,,jiex daaih duqv buo hnoi: three days have been passed,,,,,,,,,,,Original/jiex_daaih.mp3,AI/jiex_daaih_AI.mp3,
4720,jiex-daauh,preposition phrase,at the top of slope or steep incline,au sommet d'une pente ou d'une forte inclinaison,ที่ด้านบนของเนินหรือทางลาดชัน,ຢູ່ເທິງສຸດຂອງຄວາມຊັນ ຫຼື ຄວາມລາດຊັນ,đỉnh dốc,在坡顶,zài pō dǐng,zoi6 bo1 deng2,,,,,,,,,,,,,,,,,,Original/jiex_daauh.mp3,AI/jiex_daauh_AI.mp3,
4699,jiex dong gen hnoi,verb,to pass the winter,pour passer l'hiver,เพื่อผ่านพ้นฤดูหนาว,ເພື່ອຜ່ານລະດູໜາວ,trải qua mùa đông,過冬,guò dōng,gwo3 dung1,,,,,,,,,,,,,,,,,,Original/jiex_dong_gen_hnoi.mp3,AI/jiex_dong_gen_hnoi_AI.mp3,
4700,jiex duqv,adjective,crossable,traversable,ข้ามได้,ສາມາດຂ້າມໄດ້,có thể qua,可通过,kě tōngguò,ho2 tung1 gwo3,,,,,,,,,,,,,,,,,,Original/jiex_duqv.mp3,AI/jiex_duqv_AI.mp3,
4701,jiex duqv,adjective,passable,passable,พอผ่านได้,ພໍໃຊ້ໄດ້,tạm được,尚可,shàngkě,soeng6 ho2,,,,,,,,,,,,,,,,,,Original/jiex_duqv.mp3,AI/jiex_duqv_AI.mp3,
4721,jiex gaatv leiz,verb,to undergo the rite or procedure of circumcision,subir le rite ou la procédure de la circoncision,เพื่อเข้ารับพิธีกรรมหรือขั้นตอนการขลิบหนังหุ้มปลายอวัยวะเพศ,ເພື່ອຮັບພິທີ ຫຼື ຂັ້ນຕອນການຕັດໜັງ,làm lễ,经历礼仪/程序,jīng lì lǐ yí/chéng xù,ging1 lik6 lai5 ji4/cing4 zeoi6,,,,,,,,,,,,,,,,,,Original/jiex_gaatv_leiz.mp3,AI/jiex_gaatv_leiz_AI.mp3,
4702,jiex hnyangx,verb,to celebrate the New Year,pour célébrer le Nouvel An,เพื่อเฉลิมฉลองปีใหม่,ເພື່ອສະເຫຼີມສະຫຼອງປີໃໝ່,ăn Tết,過年,guònián,gwo3 nin4,,,,,,,,,,,,,,,,,,Original/jiex_hnyangx.mp3,AI/jiex_hnyangx_AI.mp3,
4722,jiex hoz,adverb,subsequently,ensuite,ต่อมา,ຕໍ່ມາ,sau đó,随后,suí hòu,ceoi4 hau6,,,,,,,,,,,,,,,,,,Original/jiex_hoz.mp3,AI/jiex_hoz_AI.mp3,
4723,jiex hoz,adverb,afterward,après,หลังจากนั้น,ຫຼັງຈາກນັ້ນ,sau này,后来,hòulái,hau6 loi4,,,,,,,,,,,,,,,,,,Original/jiex_hoz.mp3,AI/jiex_hoz_AI.mp3,
4724,jiex hoz,adverb,later on,plus tard,ต่อมา,ຕໍ່ມາ,sau này,后来,hòulái,hau6 loi4,,,,,,,,,,,,,,,,,,Original/jiex_hoz.mp3,AI/jiex_hoz_AI.mp3,
4703,jiex i ziex hnoi,adverb,in a few days,dans quelques jours,ในอีกไม่กี่วัน,ໃນອີກສອງສາມມື້,vài ngày tới,几天内,jǐ tiān nèi,gei2 tin1 noi6,,,,,,,,,,,,,,,,,,Original/jiex_i_ziex_hnoi.mp3,AI/jiex_i_ziex_hnoi_AI.mp3,
4725,jiex in jiex zaah,noun,passing opium and passing tea,passer de l'opium et passer du thé,ส่งต่อฝิ่นและส่งต่อชา,ຜ່ານຝິ່ນ ແລະ ຜ່ານຊາ,nghi lễ truyền thuốc phiện và trà,递鸦片递茶,dì yāpiàn dì chá,dai6 aa1 pin3 dai6 caa4,A part of Mien wedding when the bride and groom present tea and cigarette to thank the guests.,Une tradition des mariages à Mien consiste à offrir du thé et des cigarettes aux invités en guise de remerciement.,ส่วนหนึ่งของพิธีแต่งงานแบบเมี่ยน คือตอนที่เจ้าบ่าวและเจ้าสาวนำชาและบุหรี่มามอบให้แขกเพื่อเป็นการขอบคุณ,ສ່ວນໜຶ່ງຂອງງານແຕ່ງດອງມ້ຽນ ເມື່ອເຈົ້າບ່າວເຈົ້າສາວມອບຊາ ແລະ ຢາສູບເພື່ອຂອບໃຈແຂກ.,Một phần trong nghi lễ cưới của người Miêu là khi cô dâu và chú rể dâng trà và thuốc lá để cảm ơn khách mời.,在勉族婚礼中，新郎新娘会向宾客敬茶敬烟以示感谢。,,,,,,,,,,,,Original/jiex_in_jiex_zaah.mp3,AI/jiex_in_jiex_zaah_AI.mp3,
4726,jiex jaaiv gaeng,noun,herpes zoster,zona,โรคงูสวัด,ເຊື້ອພະຍາດເຮີເປສ,của cô ấy,她的,tā de,taa1 dik1,,,,,,,,,,,,,,,,,,Original/jiex_jaaiv_gaeng.mp3,AI/jiex_jaaiv_gaeng_AI.mp3,
4727,jiex jaaiv ndie,noun,waist sash worn by spirit priest,ceinture portée par le prêtre des esprits,ผ้าคาดเอวที่นักบวชวิญญาณสวมใส่,ສາຍແອວທີ່ໃສ່ໂດຍພະສົງ,dải thắt lưng thầy mo,法师腰带,fǎshī yāodài,faat3 si1 jiu1 daai3,,,,,,,,,,,,,,,,,,Original/jiex_jaaiv_ndie.mp3,AI/jiex_jaaiv_ndie_AI.mp3,
4728,jiex jaaix,verb,to cross over border and enter another jurisdiction,franchir la frontière et entrer dans une autre juridiction,เพื่อข้ามพรมแดนและเข้าสู่เขตอำนาจศาลอื่น,ຂ້າມຊາຍແດນ ແລະ ເຂົ້າໄປໃນເຂດອຳນາດຕັດສິນອື່ນ,vượt biên,越境,yuèjìng,jyut6 ging2,,,,,,,,,,,,,,,,,,Original/jiex_jaaix.mp3,AI/jiex_jaaix_AI.mp3,
4729,jiex jaaix mienh,noun,tourist,touristique,นักท่องเที่ยว,ນັກທ່ອງທ່ຽວ,du khách,游客,yóukè,jau4 haak3,,,,,,,,,,,,,,,,,,Original/jiex_jaaix_mienh.mp3,AI/jiex_jaaix_mienh_AI.mp3,
4730,jiex jaaix sou,noun,visa,Visa,วีซ่า,ວີຊາ,visa,签证,qiānzhèng,cim1 zing3,,,,,,,,,,,,,,,,,,Original/jiex_jaaix_sou.mp3,AI/jiex_jaaix_sou_AI.mp3,
4731,jiex jaaix sou,noun,passport,passeport,หนังสือเดินทาง,ໜັງສືຜ່ານແດນ,hộ chiếu,护照,hùzhào,wu6 ziu3,,,,,,,,,,,,,,,,,,Original/jiex_jaaix_sou.mp3,AI/jiex_jaaix_sou_AI.mp3,
4732,jiex jaax,adjective,excessive,excessif,มากเกินไป,ເກີນ,quá mức,过度,guò dù,gwo3 dou6,,,,,,,,,,,,,,,,,,Original/jiex_jaax.mp3,AI/jiex_jaax_AI.mp3,
4704,jiex jauv,verb,to pass by,passer,ผ่านไป,ຜ່ານໄປ,đi ngang qua,經過,jīng guò,ging1 gwo3,,,,,,,,,,,,,,,,,,Original/jiex_jauv.mp3,AI/jiex_jauv_AI.mp3,
4705,jiex jauv mienh,noun,passerby,passant,คนเดินผ่านไปมา,ຜູ້ຜ່ານໄປມາ,người qua đường,路人,lùrén,lou6 jan4,,,,,,,,,,,,,,,,,,Original/jiex_jauv_mienh.mp3,AI/jiex_jauv_mienh_AI.mp3,
4733,jiex jouc,adjective,already done long ago,déjà fait depuis longtemps,ทำเสร็จไปนานแล้ว,ເຮັດມາດົນແລ້ວ,làm xong từ lâu,早已完成,zǎo yǐ wánchéng,zou2 ji5 jyun4 sing4,,,,,,,,,,,,,,,,,,Original/jiex_jouc.mp3,AI/jiex_jouc_AI.mp3,
4734,jiex-juoqv,preposition phrase,at the bottom of slope,au bas de la pente,ที่ด้านล่างของเนิน,ຢູ່ທາງລຸ່ມຂອງເນີນພູ,dưới chân dốc,在坡底,zài pō dǐ,zoi6 bo1 dai2,,,,,,,,,,,,,,,,,,Original/jiex_juoqv.mp3,AI/jiex_juoqv_AI.mp3,
4735,jiex leiz,verb,to baptize,baptiser,เพื่อทำพิธีบัพติศมา,ໃຫ້ບັບຕິສະມາ,rửa tội,施洗,shīxǐ,si1 sai2,,,,,,,,,,,,,,,,,,Original/jiex_leiz.mp3,AI/jiex_leiz_AI.mp3,
4706,jiex liuz,adverb,afterward,après,หลังจากนั้น,ຫຼັງຈາກນັ້ນ,sau đó,后来,hòulái,hau6 loi4,,,,,,,,,,,,,,,,,,Original/jiex_liuz.mp3,AI/jiex_liuz_AI.mp3,
4736,jiex-louh ndiangx,noun,cinnamon,cannelle,อบเชย,ໄຄ,quế,肉桂,ròuguì,juk6 gwai3,,,,,,,,,,,,,,,,,,Original/jiex_louh_ndiangx.mp3,AI/jiex_louh_ndiangx_AI.mp3,
4737,jiex mbuov,noun,mold (fungus),moisissure (champignon),รา (เชื้อรา),ເຊື້ອລາ,nấm mốc,霉菌,méijūn,mui4 gwan1,,,,,,,,,,,,,,,,,,Original/jiex_mbuov.mp3,AI/jiex_mbuov_AI.mp3,
4738,jiex mbuov,verb,to mold (fungus growth),moisir (croissance de champignons),รา (การเจริญเติบโตของเชื้อรา),ເຊື້ອລາ (ການເຕີບໃຫຍ່ຂອງເຊື້ອລາ),mốc,發霉,fā méi,faat3 mui4,,,,,,,,,,,,,,,,,,Original/jiex_mbuov.mp3,AI/jiex_mbuov_AI.mp3,
4707,jiex mingh,verb,to continue,continuer,เพื่อดำเนินการต่อ,ເພື່ອສືບຕໍ່,tiếp tục,繼續,jìxù,gai3 zuk6,,,,,,,,,,,,,,,,,,Original/jiex_mingh.mp3,AI/jiex_mingh_AI.mp3,
4708,jiex mingh,verb,to go on,continuer,ต่อไป,ໄປຕໍ່,tiếp tục,继续,jìxù,gei3 zuk6,,,,,,,,,,,,,,,,,,Original/jiex_mingh.mp3,AI/jiex_mingh_AI.mp3,
4709,jiex mingh deix,verb,to scoot over,se déplacer en glissant,เพื่อเลื่อนไปด้านข้าง,ແລ່ນໄປມາ,xê ra,挪动,nuó dòng,no4 dung6,,,,,,,,,,,,,,,,,,Original/jiex_mingh_deix.mp3,AI/jiex_mingh_deix_AI.mp3,
4739,jiex muonz,adverb,overnight,du jour au lendemain,ค้างคืน,ຄືນໜຶ່ງ,qua đêm,通宵,tōngxiāo,tung1 siu1,,,,,,,,,,,,,,,,,,Original/jiex_muonz.mp3,AI/jiex_muonz_AI.mp3,
4740,jiex nzingx,verb,to become rusty,devenir rouillé,กลายเป็นสนิม,ກາຍເປັນສະໜິມ,bị gỉ,生鏽,shēngxiù,sang1 sau3,,,,,,,,,,,,,,,,,,Original/jiex_nzingx.mp3,AI/jiex_nzingx_AI.mp3,
4710,jiex seix,verb,to decease,mourir,เสียชีวิต,ຕາຍໄປ,qua đời,去世,qùshì,heoi3 sai3,,,,,,,,,,,,,,,,,,Original/jiex_seix.mp3,AI/jiex_seix_AI.mp3,
4711,jiex seix,verb,to pass away,mourir,เสียชีวิต,ທີ່ຈະຈາກໄປ,qua đời,去世,qù shì,heoi3 sai3,,,,,,,,,,,,,,,,,,Original/jiex_seix.mp3,AI/jiex_seix_AI.mp3,
4712,jiex seix,verb,to die,mourir,ตาย,ຕາຍ,chết,死,sǐ,sei2,,,,,,,,,,,,,,,,,,Original/jiex_seix.mp3,AI/jiex_seix_AI.mp3,
4713,Jiex Sen Borngv,noun,Crossing the Mountains Passport,Passeport pour traverser les montagnes,หนังสือเดินทางข้ามภูเขา,ໜັງສືຜ່ານແດນຂ້າມພູ,Hiến chương vượt núi Mien,过山榜,Gùoshān bǎng,gwo3 saan1 bong2,A traditional Mien/Yao text known as the Guoshan bang or “Passport for Crossing the Mountains” is said to record an imperial grant allowing the Yao/Mien to farm and travel freely in the mountains.,Un texte traditionnel Mien/Yao connu sous le nom de Guoshan bang ou « Passeport pour traverser les montagnes » relate une concession impériale autorisant les Yao/Mao à cultiver la terre et à voyager librement dans les montagnes.,"กล่าวกันว่าตำราโบราณของชาวเมี่ยน/เหยาที่รู้จักกันในชื่อ กัวซานปัง หรือ ""หนังสือเดินทางข้ามภูเขา"" บันทึกพระราชทานที่อนุญาตให้ชาวเหยา/เมี่ยนทำการเกษตรและเดินทางได้อย่างอิสระในภูเขา",ຂໍ້ຄວາມພື້ນເມືອງຂອງຊາວມຽນ/ຢ້າວ ທີ່ຮູ້ຈັກກັນໃນນາມສຽງ Guoshan ຫຼື “ໜັງສືຜ່ານແດນສຳລັບການຂ້າມພູຜາ” ໄດ້ກ່າວວ່າໄດ້ບັນທຶກການອະນຸຍາດຂອງຈັກກະພັດທີ່ອະນຸຍາດໃຫ້ຊາວຢ້າວ/ມຽນສາມາດເຮັດໄຮ່ເຮັດນາ ແລະ ເດີນທາງໄດ້ຢ່າງເສລີໃນພູຜາ.,"Một văn bản truyền thống của người Mien/Yao, được biết đến với tên gọi Guoshan bang hay ""Hộ chiếu vượt núi"", được cho là ghi lại một sắc lệnh của hoàng đế cho phép người Yao/Mien canh tác và đi lại tự do trên núi.",据称，瑶族传统文献《过山通》或《过山通通行证》记载了一项皇室诏令，允许瑶族/瑶族人在山区自由耕作和旅行。,,,,,,,,,,,,Original/Jiex_Sen_Borngv.mp3,AI/Jiex_Sen_Borngv_AI.mp3,
4714,jiex siang-hnyangx,verb,to enter the New Year,pour entrer dans la nouvelle année,เพื่อก้าวเข้าสู่ปีใหม่,ເພື່ອເຂົ້າສູ່ປີໃໝ່,đón năm mới,跨年,kuànián,kwaa1 nin4,,,,,,,,,,,,,,,,,,Original/jiex_siang_hnyangx.mp3,AI/jiex_siang_hnyangx_AI.mp3,
4715,jiex ziangh hoc,adjective,outdated,dépassé,ล้าสมัย,ລ້າສະໄໝ,lỗi thời,过时,guòshí,gwo3 si4,,,,,,,,,,,,,,,,,,Original/jiex_ziangh_hoc.mp3,AI/jiex_ziangh_hoc_AI.mp3,
4716,jiex ziangh hoc,adjective,overdue,en retard,ค้างชำระ,ທີ່ເກີນກຳນົດ,quá hạn,逾期,yúqī,jyu4 kei4,,,,,,,,,,,,,,,,,,Original/jiex_ziangh_hoc.mp3,AI/jiex_ziangh_hoc_AI.mp3,
4741,jiex zipv,verb,"to hold, observe, or celebrate holiday","célébrer, observer ou fêter",จัดงาน สังเกตการณ์ หรือเฉลิมฉลองวันหยุด,"ຮັກສາ, ປະຕິບັດ ຫຼື ສະເຫຼີມສະຫຼອງວັນພັກ",ăn lễ/đón lễ,过节,guòjié,gwo3 zit3,,,,,,,,,,,,,,,,,,Original/jiex_zipv.mp3,AI/jiex_zipv_AI.mp3,
4742,jiex zipv jiex wuic,verb,to celebrate festival,pour célébrer le festival,เพื่อเฉลิมฉลองเทศกาล,ເພື່ອສະເຫຼີມສະຫຼອງງານບຸນ,ăn lễ,過节,guòjié,gwo3 zit3,,,,,,,,,,,,,,,,,,Original/jiex_zipv_jiex_wuic.mp3,AI/jiex_zipv_jiex_wuic_AI.mp3,
4743,jiez,verb,to arise,se produire,เกิดขึ้น,ເກີດຂຶ້ນ,nảy sinh,产生,chǎnshēng,caan2 sang1,,,,,,,,,,,,,,,,,,Original/jiez.mp3,AI/jiez_AI.mp3,
4744,jiez,verb,to get up,se lever,ลุกขึ้น,ລຸກຂຶ້ນ,thức dậy,起床,qǐchuáng,hei2 cong4,,,,,,,,,,,,,,,,,,Original/jiez.mp3,AI/jiez_AI.mp3,
4745,jiez,verb,to begin,pour commencer,เพื่อเริ่มต้น,ເພື່ອເລີ່ມຕົ້ນ,bắt đầu,開始,kāishǐ,hoi1 ci2,,,,,,,,,,,,,,,,,,Original/jiez.mp3,AI/jiez_AI.mp3,
4746,jiez,verb,to rise,se lever,ขึ้น,ເພີ່ມຂຶ້ນ,mọc/lên,上升/升起,shàng shēng/shēng qǐ,soeng6 sing1/sing1 hei2,,,,,,,,,,,,,,,,,,Original/jiez.mp3,AI/jiez_AI.mp3,
4747,jiez daaih,verb,to change from one state or position to another,passer d'un état ou d'une position à un autre,เปลี่ยนแปลงจากสถานะหรือตำแหน่งหนึ่งไปสู่อีกสถานะหรือตำแหน่งหนึ่ง,ປ່ຽນຈາກລັດ ຫຼື ຕຳແໜ່ງໜຶ່ງໄປຫາອີກສະຖານະໜຶ່ງ,chuyển đổi,轉換,zhuǎnhuàn,zyun2 wun6,,,,,,,,,,,,,,,,,,Original/jiez_daaih.mp3,AI/jiez_daaih_AI.mp3,
4748,jiez daaih,verb,to signal change from one topic to another,pour signaler un changement de sujet.,เพื่อส่งสัญญาณการเปลี่ยนจากหัวข้อหนึ่งไปยังอีกหัวข้อหนึ่ง,ເພື່ອເປັນສັນຍານການປ່ຽນແປງຈາກຫົວຂໍ້ໜຶ່ງໄປຫາອີກຫົວຂໍ້ໜຶ່ງ,ra hiệu chuyển chủ đề,转换话题,zhuǎn huàn huà tí,zyun2 wun6 waa6 tai4,,,,,,,,,,,,,,,,,,Original/jiez_daaih.mp3,AI/jiez_daaih_AI.mp3,
4754,jiez gorn,verb,to commence,commencer,เพื่อเริ่มต้น,ເພື່ອເລີ່ມຕົ້ນ,bắt đầu,开始,kāishǐ,hoi1 ci2,,,,,,,,,,,,,,,,,,Original/jiez_gorn.mp3,AI/jiez_gorn_AI.mp3,
4755,jiez gorn,verb,to start,pour commencer,เพื่อเริ่มต้น,ເພື່ອເລີ່ມຕົ້ນ,bắt đầu,开始,kāi shǐ,hoi1 ci2,,,,,,,,,,,,,,,,,,Original/jiez_gorn.mp3,AI/jiez_gorn_AI.mp3,
4756,jiez gorn,verb,to begin,pour commencer,เพื่อเริ่มต้น,ເພື່ອເລີ່ມຕົ້ນ,khởi đầu,啟動,qǐdòng,kai2 dung6,,,,,,,,,,,,,,,,,,Original/jiez_gorn.mp3,AI/jiez_gorn_AI.mp3,
4757,jiez gorn,verb,to take effect,entrer en vigueur,เพื่อให้มีผลบังคับใช้,ມີຜົນບັງຄັບໃຊ້,có hiệu lực,生效,shēng xiào,sang1 haau6,,,,,,,,,,,,,,,,,,Original/jiez_gorn.mp3,AI/jiez_gorn_AI.mp3,
4749,jiez gorn waac,noun,foreword,avant-propos,คำนำ,ຄຳນຳ,lời nói đầu,前言,qián yán,cin4 jin4,,,,,,,,,,,,,,,,,,Original/jiez_gorn_waac.mp3,AI/jiez_gorn_waac_AI.mp3,
4750,jiez gorn waac,noun,introduction,introduction,การแนะนำ,ການແນະນຳ,giới thiệu,介绍,jièshào,gaai3 siu6,,,,,,,,,,,,,,,,,,Original/jiez_gorn_waac.mp3,AI/jiez_gorn_waac_AI.mp3,
4751,jiez gorn waac,noun,introductory words,mots introductifs,คำนำ,ຄຳນຳ,từ mở đầu,引言,yǐnyán,jan5 jin4,,,,,,,,,,,,,,,,,,Original/jiez_gorn_waac.mp3,AI/jiez_gorn_waac_AI.mp3,
